"image_id","product_id","image_name","name","ordering"
"747","1","100elegance-galt.jpg",,"1"
"738","48","elegance1500galt.jpg",,"1"
"43","30","55-nova-za-kamen.jpg",,"1"
"440","29","52-1.jpg",,"1"
"45","31","55.jpg",,"1"
"49","33","61.jpg",,"1"
"51","34","59.jpg",,"1"
"331","35","555-2-s2.jpg",,"1"
"55","36","adena-topaz.jpg",,"1"
"57","37","555df.jpg",,"1"
"61","39","538.jpg",,"1"
"63","40","031.jpg",,"1"
"65","41","adena-salsa.jpg",,"1"
"71","43","460-1df.jpg",,"1"
"73","44","503df.jpg",,"1"
"75","45","460-3.jpg",,"1"
"77","46","020.jpg",,"1"
"79","47","460-1dfu.jpg",,"1"
"739","49","1500_stol-1.jpg",,"1"
"444","175","1304-1142-slap.jpg",,"1"
"1901","729","020_SFO_DTK_2_web_2.png",,"1"
"92","51","554-1DF.jpg",,"1"
"96","53","istria.jpg",,"1"
"100","55","552f.jpg",,"1"
"740","58","558cp.jpg",,"1"
"115","59","kr2.jpg",,"1"
"741","60","605.jpg",,"1"
"180","61","553sp.jpg",,"1"
"742","62","557.jpg",,"1"
"179","63","20cp.jpg",,"1"
"966","64","20sp.jpg",,"1"
"743","65","krovic-romb.jpg",,"1"
"132","66","mino.jpg",,"1"
"135","67","013.jpg",,"1"
"137","68","4645f.jpg",,"1"
"143","71","19fz.jpg",,"1"
"147","73","19f.jpg",,"1"
"149","74","020-osnovini.jpg",,"1"
"151","75","stanio.jpg",,"1"
"153","76","zaobljeni_3.jpg",,"1"
"155","77","006.jpg",,"1"
"157","78","004.jpg",,"1"
"159","79","05.jpg",,"1"
"161","80","001.jpg",,"1"
"163","81","01-1.jpg",,"1"
"165","82","NON-_olio_stanlio_.jpg",,"1"
"167","83","NOV-_olio_stanlio_.jpg",,"1"
"169","84","rrrn1.jpg",,"1"
"171","85","RM--_1-2-3-kamini_.jpg",,"1"
"173","86","RRN.jpg",,"1"
"175","87","RN-007.jpg",,"1"
"282","91","3021K.jpg",,"1"
"305","93","65-1-K.jpg",,"1"
"235","94","931b.jpg",,"1"
"236","95","932b.jpg",,"1"
"229","96","93b.jpg",,"1"
"197","97","72s.jpg",,"1"
"205","98","73s.jpg",,"1"
